globalid,Survey123DB,SITECODE,SiteID,SiteType,collection_date,Visit_No,Latitude,Longitude,SiteName,State,Region,Stratum,Determination_Final,DeterminationStatus,HydroDataSource,OriginSource,OriginID,COMID,NHDPlus_Region,Determination_Hyd,Determination_Exp
{B562BACC-AA9B-418E-BB0D-5E11A8A2B534},Flowduration004,CAWM0478,Stotenburg,Baseline,9/7/2019,1,41.88688,-124.14424,StotenburgCreek,California,WM,CA-NV,I,Acceptable,,Marisa Parish of Riverkeeper,,22226720,18,,I
{748B9C3A-CC15-4CB7-A0ED-4E0F1AA5B142},Flowduration004,NVAW1247,STUMP,Validation,8/30/2019,1,35.98375,-115.82528,Stump Spring,Nevada,ASW,NV,I,Acceptable,,Boris Poff,,12086771,16,,I
{93875B9D-4BE9-4E08-835D-295202FFAD39},Flowduration004,CAWM0549,TenMile,Baseline,9/8/2019,1,39.68838,-123.49251,10mileCreek near Branscomb,California,WM,CA-NV,I,Acceptable,,Mason Landon,,8287676,18,,I
{12CFE0F7-37CC-442B-9980-A3D7A92E2935},Flowduration004,CAWM0522,TribNPost,Baseline,9/6/2019,1,40.42882,-123.27405,Trib to North Post Ck,California,WM,CA-NV,Unknown,,,Mason Landon,,8236278,18,,E
{91C3D3D4-6344-4771-B8CB-FD442D460E75},Flowduration004,WYWM1500,USGS06317340,Baseline,8/9/2019,1,44.26469,-106.91867,"LITTLE SOURDOUGH CREEK NEAR BUFFALO, WYO.",Wyoming,WM,Northern Rockies,I,Acceptable,USGS stream gauge,USGS,6317340,5380886,10U,I,
{F98FA446-9B93-43A4-9BDF-48869944A1DB},Flowduration004,WYWM1535,USGS06632050,Baseline,8/11/2019,1,41.4958,-106.2789,"CARLSON CREEK DITCH NEAR ARLINGTON, WY",Wyoming,WM,Northern Rockies,I,Acceptable,USGS stream gauge,USGS,6632050,15970265,10L,I,
{49BF5BE1-B322-46A8-AEF0-46BD71AB9225},Flowduration004,WYAW1474,USGS06634990,Validation,8/10/2019,1,42.00607,-106.50892,HANNA DRAW NR HANNA WY,Wyoming,ASW,CO-WY-UT-MT,I,Acceptable,USGS stream gauge,USGS,6634990,15966769,10L,I,
{AD58B192-5A36-493C-8632-1EA74271890C},Flowduration004,NMWM1301,USGS08261000,Baseline,7/23/2019,1,36.98903,-105.53246,"COSTILLA CREEK NEAR GARCIA, CO",New Mexico,WM,Southern Rockies,I,Acceptable,USGS stream gauge,USGS,8261000,17863208,13,I,
{6F2784B1-7685-4527-A746-547CF66EB752},Flowduration004,NMWM1335,USGS08387800,Baseline,7/12/2019,1,33.39147,-105.61137,"EAGLE CR NR ALTO, NM",New Mexico,WM,Southern Rockies,I,Acceptable,USGS stream gauge,USGS,8387800,20772322,13,I,
{6D701535-9FB2-4702-B29D-CB9DF761ACE1},Flowduration004,NMAW1293,USGS08396025,Validation,7/11/2019,1,32.84595,-104.40441,"EAGLE DRAW AT ARTESIA, NM",New Mexico,ASW,NM-TX,I,Acceptable,USGS stream gauge,USGS,8396025,20784366,13,I,
{9E6A1F6C-0D94-4577-BBF9-E7E0D7C35AB9},Flowduration004,COAW0751,USGS09153330,Validation,8/14/2019,1,39.39637,-108.9815,"WEST SALT CREEK NEAR CARBONERA, CO.",Colorado,ASW,CO-WY-UT-MT,I,Acceptable,USGS stream gauge,USGS,9153330,3177106,14,I,
{88638AA0-E038-4AE0-95F5-7852CE06519C},Flowduration004,COAW0785,USGS09169500,Validation,7/29/2019,1,38.31027,-108.88538,"DOLORES RIVER AT BEDROCK, CO",Colorado,ASW,CO-WY-UT-MT,P,Acceptable,USGS stream gauge,USGS,9169500,18382377,14,P,
{645520CB-1975-4757-BA6E-0094C71DB7B8},Flowduration004,WYAW1476,USGS09216562,Validation,8/5/2019,1,41.64774,-108.9979,BITTER C AB SALT WELLS C NR SALT WELLS WY,Wyoming,ASW,CO-WY-UT-MT,I,Acceptable,USGS stream gauge,USGS,9216562,3387877,14,I,
{A485A5B9-2436-4C06-8139-91E11900229D},Flowduration004,COAW0746,USGS09306203,Validation,8/2/2019,1,39.93664,-108.2987,"HORSE DRAW AT MOUTH, NEAR RANGELY, CO.",Colorado,ASW,CO-WY-UT-MT,E,Acceptable,USGS stream gauge,USGS,9306203,-9999,14,E,
{F8F18945-C66F-4FCF-AAB3-B2D5846A783D},Flowduration004,AZWM0121,USGS09383500,Baseline,7/15/2019,1,34.03033,-109.18647,"NUTRIOSO CREEK ABV NELSON RES NR SPRINGERVILLE, AZ",Arizona,WM,Southern Rockies,I,Acceptable,USGS stream gauge,USGS,9383500,20585806,15,I,
{ACC41397-C6A2-48D0-9B32-E583338E14D8},Flowduration004,AZWM0119,USGS09507700,Baseline,7/1/2019,1,34.41114,-111.37292,"WEBBER CR AB WEST FORK WEBBER CR N PINE, AZ",Arizona,WM,Southern Rockies,P,Acceptable,USGS stream gauge,USGS,9507700,20438172,15,P,
{3BDF9321-722E-4B15-9080-C965C5F24848},Flowduration004,WYWM1540,USGS10015700,Baseline,8/3/2019,1,41.12911,-110.80656,"SULPHUR CR.AB.RES.BL.LA CHAPELLE CR.NR EVANSTON,WY",Wyoming,WM,Northern Rockies,P,Acceptable,USGS stream gauge,USGS,10015700,7885908,16,P,
{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},Flowduration004,NVAW1207,USGS10243700,Validation,8/15/2019,1,39.21658,-114.52964,CLEVE CK NR ELY_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,10243700,11338977,16,P,
{6162F393-6BBD-4A6A-A3E3-F1D022C10485},Flowduration004,NVWM1255,USGS10310400,Baseline,8/29/2019,1,38.9645,-119.84932,DAGGETT CK NR GENOA_ NV,Nevada,WM,CA-NV,P,Acceptable,USGS stream gauge,USGS,10310400,8921935,16,P,
{52403A9A-54BC-45F5-B23D-D29658219B59},Flowduration004,NVAW1211,USGS10311200,Validation,8/28/2019,1,39.1763,-119.80574,ASH CYN CK NR CARSON CITY_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,10311200,8919959,16,P,
{FADB518F-8CC5-4F87-820A-C238D1B723D5},Flowduration004,NVAW1212,USGS10311300,Validation,8/28/2019,2,39.16528,-119.72223,EAGLE VALLEY CK AT CARSON CITY_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10311300,11432929,16,I,
{FDB13E97-47EB-4C32-95F7-D28F685E57C1},Flowduration004,NVAW1212,USGS10311300,Validation,4/28/2019,1,39.16528,-119.72223,EAGLE VALLEY CK AT CARSON CITY_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10311300,11432929,16,I,
{C4BC71C8-6FE0-46EB-825F-EF6454EFFB30},Flowduration004,NVAW1210,USGS10311400,Validation,4/28/2019,1,39.18138,-119.69487,CARSON RV AT DEER RUN RD NR CARSON CITY_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10311400,11432263,16,I,
{5B3B4CA7-B962-4FC3-A59D-86BEB3EBD155},Flowduration004,NVAW1210,USGS10311400,Validation,8/28/2019,2,39.18138,-119.69487,CARSON RV AT DEER RUN RD NR CARSON CITY_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10311400,11432263,16,I,
{E4649AE8-81F2-491B-8775-F01ACC07A2E3},Flowduration004,NVAW1191,USGS10321590,Validation,8/27/2019,1,40.72603,-116.07785,SUSIE CK AT CARLIN_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10321590,10783380,16,I,
{EE1B3227-CE70-4D32-97AE-E1B87388CCE1},Flowduration004,NVAW1190,USGS10321950,Validation,8/27/2019,1,40.80325,-116.20008,MAGGIE CK AT MAGGIE CR CYN NR CARLIN_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10321950,10782370,16,I,
{FEDD663B-6EEB-44C0-B4B7-EEDA6CA8D8D7},Flowduration004,NVAW1193,USGS10322150,Validation,8/27/2019,1,40.71047,-116.12591,MARYS CK AT CARLIN_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,10322150,10782696,16,P,
{CD1B94B5-05AC-4A6C-B423-247BA3F5FE1C},Flowduration004,NVAW1205,USGS10347600,Validation,4/28/2019,1,39.49511,-119.8945,HUNTER CK NR RENO_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,10347600,8935766,16,P,
{166BF7D4-9B48-4C85-841A-ADF5DA2FC029},Flowduration004,NVAW1205,USGS10347600,Validation,8/27/2019,2,39.49511,-119.8945,HUNTER CK NR RENO_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,10347600,8935766,16,P,
{6DA3E38E-4600-4D84-91CA-35C8FF63ED2F},Flowduration004,NVAW1206,USGS10349300,Validation,4/28/2019,1,39.37713,-119.74366,STEAMBOAT CK AT STEAMBOAT_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10349300,8935822,16,I,
{FD4E312A-9AFE-4DFC-844D-3308FD8A5C5D},Flowduration004,NVAW1206,USGS10349300,Validation,8/28/2019,2,39.37713,-119.74366,STEAMBOAT CK AT STEAMBOAT_ NV,Nevada,ASW,NV,I,Acceptable,USGS stream gauge,USGS,10349300,8935822,16,I,
{D9B33486-3745-4513-9101-5475A775DD9B},Flowduration004,NVAW1204,USGS10349980,Validation,8/27/2019,1,39.51297,-119.71241,STEAMBOAT CK AT CLEANWATER WAY NR RENO_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,10349980,8932212,16,P,
{C87CAE26-0F0E-406B-92FE-5F945C710045},Flowduration004,CAAW0414,USGS11043000,Validation,4/25/2019,1,33.47975,-117.14392,MURRIETA C A TEMECULA CA,California,ASW,CA,I,Acceptable,USGS stream gauge,USGS,11043000,22549073,18,I,
{A99257B7-E6DA-4646-8E0C-DDE2B7D803DE},Flowduration004,CAAW0410,USGS11046530,Validation,7/6/2019,1,33.50253,-117.64811,SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA,California,ASW,CA,I,Acceptable,USGS stream gauge,USGS,11046530,20348919,18,I,
{207E5E65-55CC-4D29-AF31-955D243AD442},Flowduration004,CAAW0396,USGS11070500,Validation,4/25/2019,1,33.66419,-117.29393,SAN JACINTO R NR ELSINORE CA,California,ASW,CA,I,Acceptable,USGS stream gauge,USGS,11070500,22534666,18,I,
{FAA94E34-F280-4F31-8B6B-D326A4D36F9A},Flowduration004,CAAW0392,USGS11075800,Validation,7/6/2019,1,33.70891,-117.63561,SANTIAGO C A MODJESKA CA,California,ASW,CA,I,Acceptable,USGS stream gauge,USGS,11075800,22563272,18,I,
{1BC1CD1D-2A76-4750-9627-3EFEA3FC3EA7},Flowduration004,CAAW0392,USGS11075800,Validation,10/3/2019,2,33.70891,-117.63561,SANTIAGO C A MODJESKA CA,California,ASW,CA,I,Acceptable,USGS stream gauge,USGS,11075800,22563272,18,I,
{EAB8CCC1-9C7E-4D8B-88D0-3B7CD0ED4508},Flowduration004,CAAW0281,USGS11109395,Validation,7/5/2019,1,34.69193,-118.7912,CANADA DE LOS ALAMOS AB PYRAMID LK CA,California,ASW,CA,P,Acceptable,USGS stream gauge,USGS,11109395,17572225,18,P,
{195DB4CB-28BD-4BB1-A672-F77B608BCCF0},Flowduration003,CAAW0249,USGS11143200,Validation,6/12/2019,1,36.47441,-121.72884,CARMEL R A ROBLES DEL RIO CA,California,ASW,CA,P,Acceptable,USGS stream gauge,USGS,11143200,17600477,18,P,
{10874E06-DD16-4543-AD3A-A71FA3ACCB7E},Flowduration004,CAAW0244,USGS11152500,Validation,4/29/2019,1,36.63107,-121.67245,SALINAS R NR SPRECKELS CA,California,ASW,CA,I,Preferred,USGS stream gauge,USGS,11152500,8200523,18,I,I
{90190FDB-89E1-4C3A-A5AD-08513D7CE265},Flowduration004,CAAW0244,USGS11152500,Validation,9/9/2019,2,36.63107,-121.67245,SALINAS R NR SPRECKELS CA,California,ASW,CA,I,Preferred,USGS stream gauge,USGS,11152500,8200523,18,I,I
{B9193A56-4111-43E2-8CF6-E7E301C0B9EA},Flowduration004,CAAW0242,USGS11152650,Validation,4/29/2019,1,36.70496,-121.70495,RECLAMATION DITCH NR SALINAS CA,California,ASW,CA,P,Acceptable,USGS stream gauge,USGS,11152650,17604479,18,P,
{F1B3DEF9-16D2-4397-8939-8A43FF1C0F28},Flowduration004,CAAW0242,USGS11152650,Validation,9/9/2019,2,36.70496,-121.70495,RECLAMATION DITCH NR SALINAS CA,California,ASW,CA,P,Acceptable,USGS stream gauge,USGS,11152650,17604479,18,P,
{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},Flowduration004,CAWM0736,USGS11185600,Baseline,9/1/2019,1,35.94384,-118.47592,PACKSADDLE CYN C NR FAIRVIEW CA,California,WM,CA-NV,I,Acceptable,USGS stream gauge,USGS,11185600,14971731,18,I,
{89A5B7C0-9616-4364-95A6-DE801FC8E4BD},Flowduration004,CAWM0724,USGS11218400,Baseline,9/2/2019,1,36.87967,-119.12873,NF KINGS R BL DINKEY C NR BALCH CAMP CA,California,WM,CA-NV,P,Acceptable,USGS stream gauge,USGS,11218400,22057161,18,P,
{F238494B-0251-4BFF-BE45-9C58A388CBF1},Flowduration004,CAWM0718,USGS11239300,Baseline,9/3/2019,1,37.13689,-119.25457,NF STEVENSON C A PERIMETER RD NR BIG C CA,California,WM,CA-NV,P,Acceptable,USGS stream gauge,USGS,11239300,17116249,18,P,
{CAC9CA19-997C-411D-8982-3F6F5B5A5D9B},Flowduration004,CAWM0684,USGS11284400,Baseline,9/4/2019,1,37.84187,-120.18491,BIG C AB WHITES GULCH NR GROVELAND CA,California,WM,CA-NV,I,Acceptable,USGS stream gauge,USGS,11284400,17078425,18,I,
{2FEF0481-C3A9-47DC-90C1-EF2A19E2212B},Flowduration004,CAWM0657,USGS11292680,Baseline,9/4/2019,1,38.27908,-119.97046,CASCADE C NR PINECREST CA,California,WM,CA-NV,I,Acceptable,USGS stream gauge,USGS,11292680,346973,18,I,
{FAB5EE74-1DBB-4AE1-97F6-6AE088766AAD},Flowduration004,CAWM0652,USGS11316800,Baseline,9/5/2019,1,38.40325,-120.44687,FOREST C NR WILSEYVILLE CA,California,WM,CA-NV,P,Acceptable,USGS stream gauge,USGS,11316800,17056582,18,P,
{17CD3DCE-3CE9-4C74-A866-7AE152ACE663},Flowduration004,CAWM0588,USGS11426130,Baseline,8/28/2019,1,39.27602,-120.36687,ONION C TRIB NO 2 NR SODA SPRINGS CA,California,WM,CA-NV,I,Acceptable,USGS stream gauge,USGS,11426130,14991679,18,I,
{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},Flowduration004,WYWM1510,USGS13011900,Baseline,8/7/2019,1,43.83806,-110.44083,BUFFALO FORK AB LAVA CREEK NR MORAN WY,Wyoming,WM,Northern Rockies,P,Acceptable,USGS stream gauge,USGS,13011900,23123209,17,P,
{D1A681FD-B544-45DE-BC8C-96D861ADD202},Flowduration004,WYWM1537,USGS6622900,Baseline,8/11/2019,1,41.34386,-106.52642,SOUTH BRUSH CREEK NEAR SARATOGA_ WY,Wyoming,WM,Northern Rockies,P,Acceptable,USGS stream gauge,USGS,6622900,15984957,10L,P,
{D26C6B61-C75F-4D91-9300-1F991022985C},Flowduration004,WYWM1534,USGS6632400,Baseline,8/11/2019,1,41.58525,-106.22279,ROCK CREEK AB KING CANYON CANAL_ NR ARLINGTON_ WY,Wyoming,WM,Northern Rockies,P,Acceptable,USGS stream gauge,USGS,6632400,15968457,10L,P,
{7677F32A-5B00-4979-85BF-12EDFDF58F6C},Flowduration004,WYWM1530,USGS6647500,Baseline,8/10/2019,1,42.61194,-105.85967,BOX ELDER CREEK AT BOXELDER_ WY,Wyoming,WM,Northern Rockies,P,Acceptable,USGS stream gauge,USGS,6647500,22108899,10L,P,
{B889B004-BE42-4734-8CF6-0D49A905B5D7},Flowduration004,NMWM1300,USGS8247500,Baseline,7/27/2019,1,36.99307,-106.03863,SAN ANTONIO RIVER AT ORTIZ_ CO,New Mexico,WM,Southern Rockies,I,Acceptable,USGS stream gauge,USGS,8247500,17877869,13,I,
{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},Flowduration004,NMWM1303,USGS8255500,Baseline,7/24/2019,1,36.96686,-105.50711,COSTILLA CREEK NEAR COSTILLA_ NM,New Mexico,WM,Southern Rockies,P,Acceptable,USGS stream gauge,USGS,8255500,17863212,13,P,
{AA875EDA-6E31-446F-8B0D-99710ED81B58},Flowduration004,NMAW1261,USGS8266820,Validation,7/23/2019,1,36.68284,-105.65412,RED RIVER BELOW FISH HATCHERY_ NEAR QUESTA_ NM,New Mexico,ASW,NM-TX,P,Acceptable,USGS stream gauge,USGS,8266820,17862548,13,P,
{FA505B88-F615-4FDC-AFF4-FD98E32EE106},Flowduration004,NMWM1314,USGS8275500,Baseline,7/23/2019,1,36.3031,-105.581,RIO GRANDE DEL RANCHO NEAR TALPA_ NM,New Mexico,WM,Southern Rockies,P,Acceptable,USGS stream gauge,USGS,8275500,17865290,13,P,
{66A99E83-59FC-47A8-8251-E09C32A482AE},Flowduration004,NMAW1266,USGS8289000,Validation,7/22/2019,1,36.34974,-106.04419,RIO OJO CALIENTE AT LA MADERA_ NM,New Mexico,ASW,NM-TX,P,Acceptable,USGS stream gauge,USGS,8289000,17846406,13,P,
{F7F53F08-6730-4E55-B049-0E9AE0CEAB1E},Flowduration004,NMAW1292,USGS8394500,Validation,7/12/2019,1,33.12511,-104.34496,RIO FELIX AT OLD HWY BRD NR HAGERMAN_ NM,New Mexico,ASW,NM-TX,E,Acceptable,USGS stream gauge,USGS,8394500,20766191,13,E,
{AB381DB6-9462-4725-B0D3-5AE2C7E3B931},Flowduration004,NMAW1294,USGS8400000,Validation,7/11/2019,1,32.67269,-104.36897,FOURMILE DRAW NR LAKEWOOD_ NM,New Mexico,ASW,NM-TX,E,Acceptable,USGS stream gauge,USGS,8400000,22455973,13,E,
{C7231969-3731-4AA9-A1E4-38FE5184C125},Flowduration004,NMAW1295,USGS8401200,Validation,7/11/2019,1,32.58861,-104.42139,SOUTH SEVEN RIVERS NR LAKEWOOD_ NM,New Mexico,ASW,NM-TX,E,Acceptable,USGS stream gauge,USGS,8401200,22455359,13,E,
{38DA65BF-1EFD-4939-82AB-62E88C77A024},Flowduration004,NMAW1296,USGS8405150,Validation,7/10/2019,1,32.40333,-104.22944,DARK CANYON AT CARLSBAD_ NM,New Mexico,ASW,NM-TX,E,Acceptable,USGS stream gauge,USGS,8405150,22457719,13,E,
{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},Flowduration004,NMAW1299,USGS8408500,Validation,7/10/2019,1,32.02314,-104.05446,DELAWARE RIVER NR RED BLUFF_ NM,New Mexico,ASW,NM-TX,I,Acceptable,USGS stream gauge,USGS,8408500,20758520,13,I,
{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},Flowduration004,NMAW1291,USGS8481500,Validation,7/13/2019,1,33.14489,-105.8979,TULAROSA CREEK NEAR BENT_ NM,New Mexico,ASW,NM-TX,P,Acceptable,USGS stream gauge,USGS,8481500,20851387,13,P,
{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},Flowduration004,WYAW1472,USGS9215000,Validation,8/5/2019,1,42.12833,-109.32544,PACIFIC CREEK NEAR FARSON_ WY,Wyoming,ASW,CO-WY-UT-MT,I,Acceptable,USGS stream gauge,USGS,9215000,18302302,14,I,
{07736B78-24E8-4333-9EF5-26F4DE559B6C},Flowduration004,NMAW1284,USGS9386950,Validation,7/16/2019,1,35.10028,-108.75167,ZUNI RIVER ABV BLACK ROCK RESERVOIR_ NM,New Mexico,ASW,NM-TX,I,Acceptable,USGS stream gauge,USGS,9386950,20573275,15,I,
{F9492B54-06C5-4B27-9242-4E66505D7A9D},Flowduration004,AZAW0022,USGS9397500,Validation,6/29/2019,1,34.63642,-110.7143,CHEVELON FORK BELOW WILDCAT CANYON_ NR WINSLOW_ AZ,Arizona,ASW,AZ,I,Acceptable,USGS stream gauge,USGS,9397500,21739202,15,I,
{38CCB345-A4FC-4D78-B601-FCFD4D878355},Flowduration004,AZWM0114,USGS9400815,Baseline,7/2/2019,1,35.05494,-111.48922,NEWMAN CANYON ABOVE UPPER LAKE MARY_ AZ,Arizona,WM,Southern Rockies,I,Acceptable,USGS stream gauge,USGS,9400815,20525511,15,I,
{C62A141A-7EC7-49D6-AF97-002CE99C6DBA},Flowduration003,NVAW1231,USGS9419659,Validation,6/22/2019,2,36.22864,-115.07428,SLOAN CHANNEL TRIB AT LAS VEGAS BLVD NR N LV,Nevada,ASW,NV,E,Acceptable,USGS stream gauge,USGS,9419659,22069824,15,E,
{098ED077-83E0-4E84-9779-A3D2835436F8},Flowduration004,NVAW1231,USGS9419659,Validation,4/27/2019,1,36.22864,-115.07428,SLOAN CHANNEL TRIB AT LAS VEGAS BLVD NR N LV,Nevada,ASW,NV,E,Acceptable,USGS stream gauge,USGS,9419659,22069824,15,E,
{2B860B35-9215-4995-A95A-312A8A4D6162},Flowduration004,NVAW1242,USGS9419696,Validation,4/27/2019,1,36.09081,-115.02388,DUCK CK AT BROADBENT BLVD AT E LAS VEGAS_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,9419696,22070042,15,P,
{7192F109-8617-4231-871C-DAD86552E24B},Flowduration003,NVAW1242,USGS9419696,Validation,6/22/2019,2,36.09081,-115.02388,DUCK CK AT BROADBENT BLVD AT E LAS VEGAS_ NV,Nevada,ASW,NV,P,Acceptable,USGS stream gauge,USGS,9419696,22070042,15,P,
{F42C2ADE-0D3F-4420-8809-BB4CDB5D4AFA},Flowduration004,AZWM0124,USGS9492400,Baseline,7/3/2019,1,33.82227,-109.81454,EAST FORK WHITE RIVER NEAR FORT APACHE_ AZ.,Arizona,WM,Southern Rockies,P,Acceptable,USGS stream gauge,USGS,9492400,20488086,15,P,
{1AE9A7B8-E78C-412B-AFCC-31C933942E12},Flowduration004,AZAW0035,USGS9512500,Validation,4/26/2019,0,34.31531,-112.06405,AGUA FRIA RIVER NEAR MAYER_ AZ,Arizona,ASW,AZ,P,Acceptable,USGS stream gauge,USGS,9512500,20413810,15,P,
{535F78A0-E097-465B-9DC2-4C7CDCFA9925},Flowduration004,AZAW0035,USGS9512500,Validation,4/26/2019,1,34.31531,-112.06405,AGUA FRIA RIVER NEAR MAYER_ AZ,Arizona,ASW,AZ,P,Acceptable,USGS stream gauge,USGS,9512500,20413810,15,P,
{E189DBDB-47EA-44A7-B41D-426B1B1738E2},Flowduration003,AZAW0035,USGS9512500,Validation,6/27/2019,2,34.31531,-112.06405,AGUA FRIA RIVER NEAR MAYER_ AZ,Arizona,ASW,AZ,P,Acceptable,USGS stream gauge,USGS,9512500,20413810,15,P,
{D0C6954C-3204-4200-B456-87BB05B3B95A},Flowduration004,AZAW0050,USGS9513780,Validation,4/26/2019,1,33.9742,-112.09905,NEW RIVER NEAR ROCK SPRINGS_ AZ.,Arizona,ASW,AZ,I,Acceptable,USGS stream gauge,USGS,9513780,20415812,15,I,
{8DDA4AE4-81E4-4E55-B9D6-A7EC9495A960},Flowduration003,AZAW0050,USGS9513780,Validation,6/26/2019,2,33.9742,-112.09905,NEW RIVER NEAR ROCK SPRINGS_ AZ.,Arizona,ASW,AZ,I,Acceptable,USGS stream gauge,USGS,9513780,20415812,15,I,
{BDD49962-D648-4DE4-8759-6CF9F27E9666},Flowduration004,AZAW0055,USGS9516500,Case Study,9/25/2019,1,33.88503,-112.66212,HASSAYAMPA RIVER NEAR MORRISTOWN_ AZ.,Arizona,ASW,AZ,I,Acceptable,USGS stream gauge,USGS,9516500,20403949,15,I,
